PDB_Number,Description,PDBFileLink,PaperDate,PageLink,FastaLink,Authors,Method,Resolution,OriginalIndex,noNucleotideEntities,hasMRNA,containsS12
4V6F,Elongation complex of the 70S ribosome with three tRNAs and mRNA.,http://files.rcsb.org/download/4V6F.cif.gz,(2010) Nat Struct Mol Biol 17 555-560,http://www.rcsb.org/structure/4V6F,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6F&compressionType=uncompressed,"Jenner, L.B., Yusupova, G., Yusupov, M.",X-RAY DIFFRACTION,3.1,170,FALSE,TRUE,TRUE
4V6G,Initiation complex of 70S ribosome with two tRNAs and mRNA.,http://files.rcsb.org/download/4V6G.cif.gz,(2010) Nat Struct Mol Biol 17 555-560,http://www.rcsb.org/structure/4V6G,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6G&compressionType=uncompressed,"Jenner, L.B., Yusupova, G., Yusupov, M.",X-RAY DIFFRACTION,3.5,171,FALSE,TRUE,TRUE
4V6I,Localization of the small subunit ribosomal proteins into a 6.1 A cryo-EM map of Saccharomyces cerevisiae translating 80S ribosome,http://files.rcsb.org/download/4V6I.cif.gz,(2010) Proc Natl Acad Sci U S A 107 19748-19753,http://www.rcsb.org/structure/4V6I,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6I&compressionType=uncompressed,"Armache, J.-P., Jarasch, A., Anger, A.M., Villa, E., Becker, T., Bhushan, S., Jossinet, F., Habeck, M., Dindar, G., Franckenberg, S., Marquez, V., Mielke, T., Thomm, M., Bern",ELECTRON MICROSCOPY,8.8,172,FALSE,TRUE,TRUE
4V6K,Structural insights into cognate vs. near-cognate discrimination during decoding.,http://files.rcsb.org/download/4V6K.cif.gz,(2011) EMBO J 30 1497-1507,http://www.rcsb.org/structure/4V6K,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6K&compressionType=uncompressed,"Agirrezabala, X., Schreiner, E., Trabuco, L.G., Lei, J., Ortiz-Meoz, R.F., Schulten, K., Green, R., Frank, J.",ELECTRON MICROSCOPY,8.25,173,FALSE,TRUE,TRUE
4V6L,Structural insights into cognate vs. near-cognate discrimination during decoding.,http://files.rcsb.org/download/4V6L.cif.gz,(2011) EMBO J 30 1497-1507,http://www.rcsb.org/structure/4V6L,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6L&compressionType=uncompressed,"Agirrezabala, X., Schreiner, E., Trabuco, L.G., Lei, J., Ortiz-Meoz, R.F., Schulten, K., Green, R., Frank, J.",ELECTRON MICROSCOPY,13.2,174,FALSE,TRUE,TRUE
4V6M,Structure of the ribosome-SecYE complex in the membrane environment,http://files.rcsb.org/download/4V6M.cif.gz,(2011) Nat Struct Mol Biol 18 614-621,http://www.rcsb.org/structure/4V6M,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6M&compressionType=uncompressed,"Frauenfeld, J., Gumbart, J., van der Sluis, E.O., Funes, S., Gartmann, M., Beatrix, B., Mielke, T., Berninghausen, O., Becker, T., Schulten, K., Beckmann, R.",ELECTRON MICROSCOPY,7.1,175,FALSE,TRUE,TRUE
4V6N,Structural characterization of mRNA-tRNA translocation intermediates (50S ribosome of class2 of the six classes),http://files.rcsb.org/download/4V6N.cif.gz,(2012) Proc Natl Acad Sci U S A 109 6094-6099,http://www.rcsb.org/structure/4V6N,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6N&compressionType=uncompressed,"Agirrezabala, X., Liao, H., Schreiner, E., Fu, J., Ortiz-Meoz, R.F., Schulten, K., Green, R., Frank, J.",ELECTRON MICROSCOPY,12.1,176,FALSE,TRUE,TRUE
4V6O,Structural characterization of mRNA-tRNA translocation intermediates (class 4a of the six classes),http://files.rcsb.org/download/4V6O.cif.gz,(2012) Proc Natl Acad Sci U S A 109 6094-6099,http://www.rcsb.org/structure/4V6O,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6O&compressionType=uncompressed,"Agirrezabala, X., Liao, H., Schreiner, E., Fu, J., Ortiz-Meoz, R.F., Schulten, K., Green, R., Frank, J.",ELECTRON MICROSCOPY,14.7,177,FALSE,TRUE,TRUE
4V6P,Structural characterization of mRNA-tRNA translocation intermediates (class 4b of the six classes),http://files.rcsb.org/download/4V6P.cif.gz,(2012) Proc Natl Acad Sci U S A 109 6094-6099,http://www.rcsb.org/structure/4V6P,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6P&compressionType=uncompressed,"Agirrezabala, X., Liao, H., Schreiner, E., Fu, J., Ortiz-Meoz, R.F., Schulten, K., Green, R., Frank, J.",ELECTRON MICROSCOPY,13.5,178,FALSE,TRUE,TRUE
4V6Q,Structural characterization of mRNA-tRNA translocation intermediates (class 5 of the six classes),http://files.rcsb.org/download/4V6Q.cif.gz,(2012) Proc Natl Acad Sci U S A 109 6094-6099,http://www.rcsb.org/structure/4V6Q,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6Q&compressionType=uncompressed,"Agirrezabala, X., Liao, H., Schreiner, E., Fu, J., Ortiz-Meoz, R.F., Schulten, K., Green, R., Frank, J.",ELECTRON MICROSCOPY,11.5,179,FALSE,TRUE,TRUE
4V6R,Structural characterization of mRNA-tRNA translocation intermediates (class 6 of the six classes),http://files.rcsb.org/download/4V6R.cif.gz,(2012) Proc Natl Acad Sci U S A 109 6094-6099,http://www.rcsb.org/structure/4V6R,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6R&compressionType=uncompressed,"Agirrezabala, X., Liao, H., Schreiner, E., Fu, J., Ortiz-Meoz, R.F., Schulten, K., Green, R., Frank, J.",ELECTRON MICROSCOPY,11.5,180,FALSE,TRUE,TRUE
4V6S,Structural characterization of mRNA-tRNA translocation intermediates (class 3 of the six classes),http://files.rcsb.org/download/4V6S.cif.gz,(2012) Proc Natl Acad Sci U S A 109 6094-6099,http://www.rcsb.org/structure/4V6S,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6S&compressionType=uncompressed,"Agirrezabala, X., Liao, H., Schreiner, E., Fu, J., Ortiz-Meoz, R.F., Schulten, K., Green, R., Frank, J.",ELECTRON MICROSCOPY,13.1,181,FALSE,TRUE,TRUE
4V6T,Structure of the bacterial ribosome complexed by tmRNA-SmpB and EF-G during translocation and MLD-loading,http://files.rcsb.org/download/4V6T.cif.gz,(2012) Nature 485 526-529,http://www.rcsb.org/structure/4V6T,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6T&compressionType=uncompressed,"Ramrath, D.J.F., Yamamoto, H., Rother, K., Wittek, D., Pech, M., Mielke, T., Loerke, J., Scheerer, P., Ivanov, P., Teraoka, Y., Shpanchenko, O., Nierhaus, K.H., Spahn, C.M.T.",ELECTRON MICROSCOPY,8.3,182,FALSE,TRUE,TRUE
4V6V,Tetracycline resistance protein Tet(O) bound to the ribosome,http://files.rcsb.org/download/4V6V.cif.gz,(2013) Nat Commun 4 1477-1477,http://www.rcsb.org/structure/4V6V,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V6V&compressionType=uncompressed,"Li, W., Atkinson, G.C., Thakor, N.S., Allas, U., Lu, C., Chan, K.Y., Tenson, T., Schulten, K., Wilson, K.S., Hauryliuk, V., Frank, J.",ELECTRON MICROSCOPY,9.8,183,FALSE,TRUE,TRUE
4V7C,Structure of the Ribosome with Elongation Factor G Trapped in the Pre-Translocation State (pre-translocation 70S*tRNA structure),http://files.rcsb.org/download/4V7C.cif.gz,(2013) Proc Natl Acad Sci U S A 110 20994-20999,http://www.rcsb.org/structure/4V7C,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V7C&compressionType=uncompressed,"Brilot, A.F., Korostelev, A.A., Ermolenko, D.N., Grigorieff, N.",ELECTRON MICROSCOPY,7.6,184,FALSE,TRUE,TRUE
4V7D,Structure of the Ribosome with Elongation Factor G Trapped in the Pre-Translocation State (pre-translocation 70S*tRNA*EF-G structure),http://files.rcsb.org/download/4V7D.cif.gz,(2013) Proc Natl Acad Sci U S A 110 20994-20999,http://www.rcsb.org/structure/4V7D,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V7D&compressionType=uncompressed,"Brilot, A.F., Korostelev, A.A., Ermolenko, D.N., Grigorieff, N.",ELECTRON MICROSCOPY,7.6,185,FALSE,TRUE,TRUE
4V7F,Arx1 pre-60S particle.,http://files.rcsb.org/download/4V7F.cif.gz,(2014) Nat Commun 5 3491-3491,http://www.rcsb.org/structure/4V7F,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V7F&compressionType=uncompressed,"Leidig, C., Thoms, M., Holdermann, I., Bradatsch, B., Berninghausen, O., Bange, G., Sinning, I., Hurt, E., Beckmann, R.",ELECTRON MICROSCOPY,8.7,186,FALSE,FALSE,FALSE
4V87,Crystal structure analysis of ribosomal decoding.,http://files.rcsb.org/download/4V87.cif.gz,(2012) Nature 484 256-259,http://www.rcsb.org/structure/4V87,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V87&compressionType=uncompressed,"Demeshkina, N., Jenner, L., Yusupov, M., Yusupova, G.",X-RAY DIFFRACTION,3.1,187,FALSE,TRUE,TRUE
4V8B,Crystal structure analysis of ribosomal decoding (near-cognate tRNA-leu complex).,http://files.rcsb.org/download/4V8B.cif.gz,(2012) Nature 484 256-259,http://www.rcsb.org/structure/4V8B,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V8B&compressionType=uncompressed,"Jenner, L., Demeshkina, N., Yusupov, M., Yusupova, G.",X-RAY DIFFRACTION,3,188,FALSE,TRUE,TRUE
4V8C,Crystal structure analysis of ribosomal decoding (near-cognate tRNA-leu complex with paromomycin).,http://files.rcsb.org/download/4V8C.cif.gz,(2012) Nature 484 256-259,http://www.rcsb.org/structure/4V8C,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V8C&compressionType=uncompressed,"Jenner, L., Demeshkina, N., Yusupov, M., Yusupova, G.",X-RAY DIFFRACTION,3.3,189,FALSE,TRUE,TRUE
4V8D,Structure analysis of ribosomal decoding (cognate tRNA-tyr complex).,http://files.rcsb.org/download/4V8D.cif.gz,(2012) Nature 484 256-259,http://www.rcsb.org/structure/4V8D,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V8D&compressionType=uncompressed,"Jenner, L., Demeshkina, N., Yusupov, M., Yusupova, G.",X-RAY DIFFRACTION,3,190,FALSE,TRUE,TRUE
4V8E,Crystal structure analysis of ribosomal decoding (near-cognate tRNA-tyr complex).,http://files.rcsb.org/download/4V8E.cif.gz,(2012) Nature 484 256-259,http://www.rcsb.org/structure/4V8E,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V8E&compressionType=uncompressed,"Jenner, L., Demeshkina, N., Yusupov, M., Yusupova, G.",X-RAY DIFFRACTION,3.3,191,FALSE,TRUE,TRUE
4V8F,Crystal structure analysis of ribosomal decoding (near-cognate tRNA-ttyr complex with paromomycin).,http://files.rcsb.org/download/4V8F.cif.gz,(2012) Nature 484 256-259,http://www.rcsb.org/structure/4V8F,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V8F&compressionType=uncompressed,"Jenner, L., Demeshkina, N., Yusupov, M., Yusupova, G.",X-RAY DIFFRACTION,3.3,192,FALSE,TRUE,TRUE
4V8N,The crystal structure of agmatidine tRNA-Ile2 bound to the 70S ribosome in the A and P site.,http://files.rcsb.org/download/4V8N.cif.gz,(2013) Nat Struct Mol Biol 20 641,http://www.rcsb.org/structure/4V8N,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V8N&compressionType=uncompressed,"Voorhees, R.M., Mandal, D., Neubauer, C., Koehrer, C., RajBhandary, U.L., Ramakrishnan, V.",X-RAY DIFFRACTION,3.1,193,FALSE,TRUE,TRUE
4V8O,Crystal structure of the hybrid state of ribosome in complex with the guanosine triphosphatase release factor 3,http://files.rcsb.org/download/4V8O.cif.gz,(2011) Proc Natl Acad Sci U S A 108 15798,http://www.rcsb.org/structure/4V8O,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V8O&compressionType=uncompressed,"Jin, H., Kelley, A.C., Ramakrishnan, V.",X-RAY DIFFRACTION,3.8,194,FALSE,TRUE,TRUE
4V8Q,"COMPLEX OF SMPB, A TMRNA FRAGMENT AND EF-TU-GDP-KIRROMYCIN WITH THE 70S RIBOSOME",http://files.rcsb.org/download/4V8Q.cif.gz,(2012) Science 335 1366,http://www.rcsb.org/structure/4V8Q,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V8Q&compressionType=uncompressed,"Neubauer, C., Gillet, R., Kelley, A.C., Ramakrishnan, V.",X-RAY DIFFRACTION,3.1,195,FALSE,TRUE,TRUE
4V8U,Crystal Structure of 70S Ribosome with Both Cognate tRNAs in the E and P Sites Representing an Authentic Elongation Complex.,http://files.rcsb.org/download/4V8U.cif.gz,(2013) PLoS One 8 58829,http://www.rcsb.org/structure/4V8U,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V8U&compressionType=uncompressed,"GAO, Y.G., FENG, S., CHEN, Y.",X-RAY DIFFRACTION,3.7,196,FALSE,TRUE,TRUE
4V95,Crystal structure of YAEJ bound to the 70S ribosome,http://files.rcsb.org/download/4V95.cif.gz,(2012) Science 335 1370-1372,http://www.rcsb.org/structure/4V95,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V95&compressionType=uncompressed,"Gagnon, M.G., Seetharaman, S.V., Bulkley, D.P., Steitz, T.A.",X-RAY DIFFRACTION,3.2,197,FALSE,TRUE,TRUE
4V97,Crystal structure of the bacterial ribosome ram mutation G299A.,http://files.rcsb.org/download/4V97.cif.gz,(2013) Proc Natl Acad Sci U S A 110 9716-9721,http://www.rcsb.org/structure/4V97,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V97&compressionType=uncompressed,"Fagan, C.E., Dunkle, J.A., Maehigashi, T., Dunham, C.M.",X-RAY DIFFRACTION,3.516,198,FALSE,TRUE,TRUE
4V9A,Crystal Structure of the 70S ribosome with tetracycline.,http://files.rcsb.org/download/4V9A.cif.gz,(2013) Proc Natl Acad Sci U S A 110 3812-3816,http://www.rcsb.org/structure/4V9A,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V9A&compressionType=uncompressed,"Jenner, L., Yusupov, M., Yusupova, G.",X-RAY DIFFRACTION,3.2999,199,FALSE,TRUE,TRUE
4V9B,Crystal Structure of the 70S ribosome with tigecycline.,http://files.rcsb.org/download/4V9B.cif.gz,(2013) Proc Natl Acad Sci U S A 110 3812-3816,http://www.rcsb.org/structure/4V9B,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V9B&compressionType=uncompressed,"Jenner, L., Yusupov, M., Yusupova, G.",X-RAY DIFFRACTION,3.1,200,FALSE,TRUE,TRUE
4V9C,Allosteric control of the ribosome by small-molecule antibiotics,http://files.rcsb.org/download/4V9C.cif.gz,(2012) Nat Struct Mol Biol 19 957-963,http://www.rcsb.org/structure/4V9C,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V9C&compressionType=uncompressed,"Cate, J.H.D., Pulk, A., Blanchard, S.C., Wang, L., Feldman, M.B., Wasserman, M.R., Altman, R.",X-RAY DIFFRACTION,3.3,201,FALSE,TRUE,TRUE
4V9H,Crystal structure of the ribosome bound to elongation factor G in the guanosine triphosphatase state,http://files.rcsb.org/download/4V9H.cif.gz,(2013) Science 340 1235490-1235490,http://www.rcsb.org/structure/4V9H,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V9H&compressionType=uncompressed,"Tourigny, D.S., Fernandez, I.S., Kelley, A.C., Ramakrishnan, V.",X-RAY DIFFRACTION,2.857,202,FALSE,TRUE,TRUE
4V9I,Crystal structure of thermus thermophilus 70S in complex with tRNAs and mRNA containing a pseudouridine in a stop codon,http://files.rcsb.org/download/4V9I.cif.gz,(2013) Nature 500 107-110,http://www.rcsb.org/structure/4V9I,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V9I&compressionType=uncompressed,"Fernandez, I.S., Ng, C.L., Kelley, A.C., Guowei, W., Yu, Y.T., Ramakrishnan, V.",X-RAY DIFFRACTION,3.3,203,FALSE,TRUE,TRUE
4V9Q,Crystal Structure of Blasticidin S Bound to Thermus Thermophilus 70S Ribosome.,http://files.rcsb.org/download/4V9Q.cif.gz,(2013) Proc Natl Acad Sci U S A 110 12283-12288,http://www.rcsb.org/structure/4V9Q,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V9Q&compressionType=uncompressed,"Svidritskiy, E., Ling, C., Ermolenko, D.N., Korostelev, A.A.",X-RAY DIFFRACTION,3.4,204,FALSE,TRUE,TRUE
4V9R,Crystal structure of antibiotic DITYROMYCIN bound to 70S ribosome,http://files.rcsb.org/download/4V9R.cif.gz,(2014) Cell Rep 6 357-365,http://www.rcsb.org/structure/4V9R,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V9R&compressionType=uncompressed,"Bulkley, D.P., Brandi, L., Polikanov, Y.S., Fabbretti, A., O'Connor, M., Gualerzi, C.O., Steitz, T.A.",X-RAY DIFFRACTION,3,205,FALSE,TRUE,TRUE
4V9S,Crystal structure of antibiotic GE82832 bound to 70S ribosome,http://files.rcsb.org/download/4V9S.cif.gz,(2014) Cell Rep 6 357-365,http://www.rcsb.org/structure/4V9S,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4V9S&compressionType=uncompressed,"Bulkley, D.P., Brandi, L., Polikanov, Y.S., Fabbretti, A., O'Connor, M., Gualerzi, C.O., Steitz, T.A.",X-RAY DIFFRACTION,3.1,206,FALSE,TRUE,TRUE
3J6X,"S. cerevisiae 80S ribosome bound with Taura syndrome virus (TSV) IRES, 5 degree rotation (Class II)",http://files.rcsb.org/download/3J6X.cif.gz,(2014) Proc Natl Acad Sci U S A 111 9139-9144,http://www.rcsb.org/structure/3J6X,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3J6X&compressionType=uncompressed,"Koh, C.S., Brilot, A.F., Grigorieff, N., Korostelev, A.A.",ELECTRON MICROSCOPY,6.1,207,FALSE,TRUE,TRUE
3J6Y,"S. cerevisiae 80S ribosome bound with Taura syndrome virus (TSV) IRES, 2 degree rotation (Class I)",http://files.rcsb.org/download/3J6Y.cif.gz,(2014) Proc Natl Acad Sci U S A 111 9139-9144,http://www.rcsb.org/structure/3J6Y,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3J6Y&compressionType=uncompressed,"Koh, C.S., Brilot, A.F., Grigorieff, N., Korostelev, A.A.",ELECTRON MICROSCOPY,6.1,208,FALSE,TRUE,TRUE
4Q2U,Crystal structure of the E. coli DinJ-YafQ toxin-antitoxin complex,http://files.rcsb.org/download/4Q2U.cif.gz,(2014) J Biol Chem 289 20559-20569,http://www.rcsb.org/structure/4Q2U,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4Q2U&compressionType=uncompressed,"Maehigashi, T., Ruangprasert, A., Dunham, C.M.",X-RAY DIFFRACTION,1.8,209,TRUE,FALSE,FALSE
4NWB,Crystal structure of Mrt4,http://files.rcsb.org/download/4NWB.cif.gz,(2014) Nat Commun 5 3491-3491,http://www.rcsb.org/structure/4NWB,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4NWB&compressionType=uncompressed,"Holdermann, I., Sinning, I.",X-RAY DIFFRACTION,1.8,210,TRUE,FALSE,FALSE
4KZZ,"Rabbit 40S ribosomal subunit in complex with mRNA, initiator tRNA and eIF1A",http://files.rcsb.org/download/4KZZ.cif.gz,(2013) Nature 500 307-311,http://www.rcsb.org/structure/4KZZ,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4KZZ&compressionType=uncompressed,"Lomakin, I.B., Steitz, T.A.",X-RAY DIFFRACTION,7.0305,211,FALSE,TRUE,TRUE
4JV5,Crystal structures of pseudouridinilated stop codons with ASLs,http://files.rcsb.org/download/4JV5.cif.gz,(2013) Nature 500 107-110,http://www.rcsb.org/structure/4JV5,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4JV5&compressionType=uncompressed,"Fernandez, I.S., Ng, C.L., Kelley, A.C., Guowei, W., Yu, Y.T., Ramakrishnan, V.",X-RAY DIFFRACTION,3.162,212,FALSE,TRUE,TRUE
4JYA,Crystal structures of pseudouridinilated stop codons with ASLs,http://files.rcsb.org/download/4JYA.cif.gz,(2013) Nature 500 107-110,http://www.rcsb.org/structure/4JYA,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4JYA&compressionType=uncompressed,"Fernandez, I.S., Ng, C.L., Kelley, A.C., Guowei, W., Yu, Y.T., Ramakrishnan, V.",X-RAY DIFFRACTION,3.098,213,FALSE,TRUE,TRUE
4K0K,Crystal structure of the Thermus thermophilus 30S ribosomal subunit complexed with a serine-ASL and mRNA containing a stop codon,http://files.rcsb.org/download/4K0K.cif.gz,(2013) Nature 500 107-110,http://www.rcsb.org/structure/4K0K,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4K0K&compressionType=uncompressed,"Fernandez, I.S., Ng, C.L., Kelley, A.C., Guowei, W., Yu, Y.T., Ramakrishnan, V.",X-RAY DIFFRACTION,3.4,214,FALSE,TRUE,TRUE
4GKJ,Structure of the Thermus thermophilus 30S ribosomal subunit complexed with a human mitochondrial anticodon stem loop (ASL) of transfer RNA Methionine (TRNAMET) bound to an mRNA with an AUG-codon in the A-site and paromomycin.,http://files.rcsb.org/download/4GKJ.cif.gz,(2013) Proc Natl Acad Sci U S A 110 10964-10969,http://www.rcsb.org/structure/4GKJ,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4GKJ&compressionType=uncompressed,"Cantara, W.A., Murphy IV, F.V., Spears, J.L., Demirci, H., Agris, P.F.",X-RAY DIFFRACTION,3.298,215,FALSE,TRUE,TRUE
4GKK,Structure of the Thermus thermophilus 30S ribosomal subunit complexed with a human mitochondrial anticodon stem loop (ASL) of transfer RNA Methionine (TRNAMET) bound to an mRNA with an AUA-codon in the A-site and paromomycin,http://files.rcsb.org/download/4GKK.cif.gz,(2013) Proc Natl Acad Sci U S A 110 10964-10969,http://www.rcsb.org/structure/4GKK,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4GKK&compressionType=uncompressed,"Cantara, W.A., Murphy IV, F.V., Spears, J.L., Demirci, H., Agris, P.F.",X-RAY DIFFRACTION,3.2,216,FALSE,TRUE,TRUE
4FXE,Crystal structure of the intact E. coli RelBE toxin-antitoxin complex,http://files.rcsb.org/download/4FXE.cif.gz,(2012) Structure 20 1641-1648,http://www.rcsb.org/structure/4FXE,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4FXE&compressionType=uncompressed,"Brodersen, D.E., Boggild, A., Sofos, N.",X-RAY DIFFRACTION,2.7503,217,TRUE,FALSE,FALSE
4FXH,"Crystal structure of the isolated E. coli RelE toxin, P212121 form",http://files.rcsb.org/download/4FXH.cif.gz,(2012) Structure 20 1641-1648,http://www.rcsb.org/structure/4FXH,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4FXH&compressionType=uncompressed,"Brodersen, D.E., Boggild, A., Sofos, N.",X-RAY DIFFRACTION,2.4,218,TRUE,FALSE,FALSE
4FXI,"Crystal structure of the isolated E. coli RelE toxin, P21 form",http://files.rcsb.org/download/4FXI.cif.gz,(2012) Structure 20 1641-1648,http://www.rcsb.org/structure/4FXI,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=4FXI&compressionType=uncompressed,"Brodersen, D.E., Boggild, A., Sofos, N.",X-RAY DIFFRACTION,1.8003,219,TRUE,FALSE,FALSE
3T1H,Structure of the Thermus thermophilus 30S ribosomal subunit complexed with a human anti-codon stem loop (HASL) of transfer RNA lysine 3 (tRNALys3) bound to an mRNA with an AAA-codon in the A-site and Paromomycin,http://files.rcsb.org/download/3T1H.cif.gz,(2012) J Mol Biol 416 467-485,http://www.rcsb.org/structure/3T1H,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3T1H&compressionType=uncompressed,"Murphy, F.V., Vendeix, F.A.P., Cantara, W., Leszczynska, G., Gustilo, E.M., Sproat, B., Malkiewicz, A.A.P., Agris, P.F.",X-RAY DIFFRACTION,3.11,220,FALSE,TRUE,TRUE
3T1Y,Structure of the Thermus thermophilus 30S ribosomal subunit complexed with a human anti-codon stem loop (HASL) of transfer RNA Lysine 3 (TRNALYS3) bound to an mRNA with an AAG-codon in the A-site and paromomycin,http://files.rcsb.org/download/3T1Y.cif.gz,(2012) J Mol Biol 416 467-485,http://www.rcsb.org/structure/3T1Y,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3T1Y&compressionType=uncompressed,"Murphy, F.V., Vendeix, F.A.P., Cantara, W., Leszczynska, G., Gustilo, E.M., Sproat, B., Malkiewicz, A.A.P., Agris, P.F.",X-RAY DIFFRACTION,2.8,221,FALSE,TRUE,TRUE
3J0L,Core of mammalian 80S pre-ribosome in complex with tRNAs fitted to a 9.8A cryo-EM map: classic PRE state 1,http://files.rcsb.org/download/3J0L.cif.gz,(2011) Mol Cell 44 214-224,http://www.rcsb.org/structure/3J0L,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3J0L&compressionType=uncompressed,"Budkevich, T., Giesebrecht, J., Altman, R., Munro, J., Mielke, T., Nierhaus, K., Blanchard, S., Spahn, C.M.",ELECTRON MICROSCOPY,9.8,222,FALSE,TRUE,FALSE
3J0O,Core of mammalian 80S pre-ribosome in complex with tRNAs fitted to a 9A cryo-EM map: classic PRE state 2,http://files.rcsb.org/download/3J0O.cif.gz,(2011) Mol Cell 44 214-224,http://www.rcsb.org/structure/3J0O,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3J0O&compressionType=uncompressed,"Budkevich, T., Giesebrecht, J., Altman, R., Munro, J., Mielke, T., Nierhaus, K., Blanchard, S., Spahn, C.M.",ELECTRON MICROSCOPY,9,223,FALSE,TRUE,FALSE
3J0P,Core of mammalian 80S pre-ribosome in complex with tRNAs fitted to a 10.6A cryo-em map: rotated PRE state 1,http://files.rcsb.org/download/3J0P.cif.gz,(2011) Mol Cell 44 214-224,http://www.rcsb.org/structure/3J0P,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3J0P&compressionType=uncompressed,"Budkevich, T., Giesebrecht, J., Altman, R., Munro, J., Mielke, T., Nierhaus, K., Blanchard, S., Spahn, C.M.",ELECTRON MICROSCOPY,10.6,224,FALSE,TRUE,FALSE
3J0Q,Core of mammalian 80S pre-ribosome in complex with tRNAs fitted to a 10.6A cryo-em map: rotated PRE state 2,http://files.rcsb.org/download/3J0Q.cif.gz,(2011) Mol Cell 44 214-224,http://www.rcsb.org/structure/3J0Q,http://www.rcsb.org/pdb/download/downloadFastaFiles.do?structureIdList=3J0Q&compressionType=uncompressed,"Budkevich, T., Giesebrecht, J., Altman, R., Munro, J., Mielke, T., Nierhaus, K., Blanchard, S., Spahn, C.M.",ELECTRON MICROSCOPY,10.6,225,FALSE,TRUE,FALSE
